quote_id,year,make,model,mileage,location_zip,percent_to_market,market_avg_days_to_sell,n_similar_vehicles_listed,region_short_code,exact_list_price,wholesale_price,seller_source,expected_margin
0061a00000GC3ImAAL,2005,Toyota,Corolla,55000,94086,0.915975912,41,235,us/sfo,7098,4000,shift.com,0
0061a00000GXty8AAD,2006,Honda,Civic,106000,90034,0.921293096,41,182,us/lax,6481,3350,shift.com,650
0061a00000GavaZAAR,2013,Toyota,Prius,70000,91765,0.960523225,64,511,us/lax,12929,10750,shift.com,0
0061a00000F7NV9AAN,2004,Honda,CR-V,100000,95014,0.917370204,40,169,us/sfo,8090,4700,shift.com,0
0061a00000FwnTUAAZ,2007,Honda,Accord,118000,90027,0.93202303,50,155,us/lax,7911,0,shift.com,3500
0061a00000F6yyEAAR,2006,Infiniti,M35,41200,91780,0.927024984,36,23,us/lax,12057,9975,shift.com,2375
0061a00000GBIDQAA5,2015,BMW,X1,12000,90503,0.932915875,80,24,us/lax,24996,20500,shift.com,0
0061a00000FvMDIAA3,2011,Mercedes-Benz,C-Class,66100,92705,0.959526667,45,14,us/sna,16619,13700,shift.com,1250
0061a00000Fb6PQAAZ,2014,Nissan,Altima,39000,95126,0.945642743,77,392,us/sfo,17031,14450,iOS,0
0061a00000F7HeVAAV,2009,Infiniti,FX35,53000,90046,0.946720933,73,72,us/lax,19531,17750,shift.com,0
0061a00000GZzYRAA1,2012,Audi,A4,37000,91765,0.962282681,62,34,us/lax,20416,17350,shift.com,0
0061a00000F86u1AAB,2014,Kia,Optima,33730,90723,0.95968058,66,50,us/lax,22181,19250,shift.com,0
0061a00000Fb2QPAAZ,2010,Cadillac,CTS,72000,94610,0.947585586,108,38,us/sfo,14410,12050,shift.com,0
0061a00000FwnCwAAJ,2014,Toyota,Prius,17677,90808,0.957226464,77,20,us/sna,16751,13500,shift.com,0
0061a00000FV80JAAT,2013,BMW,3 Series,20787,94022,0.951385361,62,1258,us/sfo,24124,20900,shift.com,0
0061a00000GBUrbAAH,2015,Mazda,Mazda3,17052,94022,0.961458617,52,572,us/sfo,15957,12350,shift.com,0
0061a00000GC3wKAAT,2013,Subaru,Forester,25000,95014,0.969706852,165,21,us/sfo,19713,17500,shift.com,0
0061a00000Goj3nAAB,2005,Honda,Accord,101234,20740,0.909001941,42,292,us/was,5958,3250,shift.com,0
0061a00000Gap9cAAB,2010,Jeep,Patriot,96250,90044,0.954985139,148,19,us/lax,9828,7850,shift.com,0
0061a00000GYxL1AAL,2014,Audi,S5,10000,90017,0.978571822,167,17,us/lax,42235,42600,shift.com,0
0061a00000F7jLhAAJ,2012,Subaru,Forester,55500,92630,0.966457034,68,115,us/sna,17889,14800,shift.com,0
0061a00000FuYuHAAV,2006,Subaru,Outback,80000,94566,0.92035461,59,140,us/sfo,8672,6375,shift.com,0
0061a00000GawGTAAZ,2014,Dodge,Challenger,3900,91402,0.973448735,242,36,us/lax,27332,28300,shift.com,0
0061a00000FsombAAB,2014,Honda,Odyssey,17700,95131,0.969882973,100,827,us/sfo,29687,27400,shift.com,0
0061a00000F7XCfAAN,2015,Mercedes-Benz,C-Class,13189,94022,0.953266844,61,32,us/sfo,32646,27900,shift.com,0
0061a00000GoauRAAR,2013,Acura,ILX,21041,94022,0.949599402,58,141,us/sfo,16620,14350,shift.com,0
0061a00000GpTsfAAF,2013,Dodge,Journey,71000,95407,0.952948757,85,27,us/sfo,11654,8450,shift.com,0
0061a00000GYKMJAA5,2012,Toyota,Corolla,49127,94022,0.954065487,55,344,us/sfo,11755,8325,shift.com,0
0061a00000GBVudAAH,2013,Mazda,Mazda3,25276,94022,0.949918248,74,361,us/sfo,12857,9325,shift.com,0
0061a00000GXWGAAA5,2013,Toyota,Camry,37150,91106,0.951802547,79,58,us/lax,14770,11900,shift.com,0
0061a00000GBdcpAAD,2010,Volkswagen,CC,65000,94920,0.957307127,68,28,us/sfo,12099,8650,shift.com,1700
0061a00000F7H6sAAF,2007,Toyota,Corolla,72075,90037,0.925462381,64,225,us/lax,7835,5500,shift.com,0
0061a00000FwvbuAAB,2015,Lexus,IS,17700,90039,0.947805064,13,6,us/lax,32320,0,shift.com,0
0061a00000F8ZePAAV,2010,BMW,3 Series,85000,94402,0.947874239,60,61,us/sfo,13715,10400,shift.com,0
0061a00000GCJm8AAH,2011,BMW,5 Series,47000,95133,0.960999177,68,146,us/sfo,22474,18600,shift.com,0
0061a00000F8ZdhAAF,2015,Mazda,Mazda6,12100,92831,0.965588315,87,28,us/sna,21057,17950,shift.com,0
0061a00000FaopyAAB,2014,Scion,tC,25000,94087,0.955508718,99,40,us/sfo,15669,13000,shift.com,0
0061a00000HAslGAAT,2009,Lexus,RX,103000,91601,0.957540897,84,111,us/lax,14868,,shift.com,0
0061a00000FvjhRAAR,2007,Lexus,ES,120000,92612,0.947363261,66,158,us/sna,11470,8275,shift.com,-2025
0061a00000FvNaAAAV,2010,BMW,6 Series,52500,90015,0.968630074,0,8,us/lax,27000,23700,shift.com,0
0061a00000GAwQfAAL,2008,BMW,X5,60000,90025,0.937226849,100,49,us/lax,18621,14700,shift.com,-1950
0061a00000F8bKKAAZ,2011,BMW,M3,35000,90275,0.955966307,61,75,us/sna,38813,34900,shift.com,0
0061a00000Fwy36AAB,2015,Honda,Civic,5131,94022,0.960116279,27,32,us/sfo,16826,14000,shift.com,0
0061a00000GX9HRAA1,2010,Volkswagen,Jetta,30000,90001,0.926441062,32,38,us/lax,9095,6050,shift.com,0
0061a00000GBrKFAA1,2014,Nissan,Murano,25000,94568,0.968007582,193,56,us/sfo,24108,23000,shift.com,0
0061a00000FvjtmAAB,2014,Ford,C-Max Hybrid,20098,94022,0.948814406,79,81,us/sfo,17198,13850,shift.com,0
0061a00000GWAfMAAX,2013,Infiniti,FX37,60000,91789,0.96905085,113,56,us/lax,25966,26100,shift.com,0
0061a00000GojdKAAR,2013,Honda,CR-V,42465,94022,0.964872884,48,281,us/sfo,17963,14800,shift.com,0
0061a00000EvVntAAF,2009,Honda,Civic,65000,94131,0.935240046,47,50,us/sfo,10282,7250,shift.com,2400
0061a00000FbIu8AAF,2014,Toyota,Prius,39000,90650,0.965780308,36,76,us/lax,17551,14450,shift.com,550
0061a00000Gob5oAAB,2011,BMW,3 Series,47400,94022,0.954358494,84,56,us/sfo,16936,13250,shift.com,0
0061a00000FszazAAB,2009,Honda,Civic,42175,20009,0.923699843,97,25,us/was,9668,6450,iOS,3500
0061a00000FSVKwAAP,2015,GMC,Sierra 1500,13211,94022,0.948785274,51,29,us/sfo,22530,18600,shift.com,0
0061a00000GBCt9AAH,2013,BMW,6 Series,45000,91325,0.971739615,86,40,us/lax,44787,39600,shift.com,0
0061a00000GQCPbAAP,2005,Jeep,Liberty,71000,90069,0.914423459,81,182,us/lax,6380,3925,shift.com,2675
0061a00000F8HKqAAN,2012,Nissan,Altima,44000,20176,0.939416003,70,2383,us/was,12167,9425,shift.com,0
0061a00000F8F2CAAV,2013,Mazda,Mazda3,26000,94901,0.959979576,87,124,us/sfo,15228,15150,shift.com,0
0061a00000GYHa0AAH,2009,Mitsubishi,Eclipse,63000,90703,0.922236732,113,68,us/sna,7248,4175,shift.com,0
0061a00000EvVdAAAV,2013,Mercedes-Benz,GL-Class,44000,92603,0.96283722,58,34,us/sna,44558,40400,iOS,0
0061a00000F7XHfAAN,2013,Ford,Fusion,51290,94022,0.961757722,64,296,us/sfo,17055,14200,shift.com,0
0061a00000FwiAeAAJ,2014,Subaru,XV Crosstrek,45677,94022,0.969413436,123,454,us/sfo,20269,17250,shift.com,0
0061a00000FwtLCAAZ,2012,Volkswagen,Golf,90000,94015,0.953217032,55,26,us/sfo,9131,6075,shift.com,0
0061a00000FwLVUAA3,2013,BMW,X1,34625,94022,0.948722691,59,85,us/sfo,22290,20000,shift.com,0
0061a00000Ga6LYAAZ,2005,Jeep,Grand Cherokee,57000,94619,0.934180512,63,29,us/sfo,11188,7625,shift.com,0
0061a00000EveyXAAR,2012,Honda,Accord,59300,94806,0.965326743,28,23,us/sfo,16158,13800,shift.com,0
0061a00000FwB5KAAV,2013,Kia,Soul,34000,94597,0.949317845,54,394,us/sfo,11344,9000,shift.com,0
0061a00000GBUgXAAX,2014,Mazda,Mazda3,37874,94022,0.961138985,89,270,us/sfo,13889,10250,shift.com,0
0061a00000FK9HUAA1,2012,Toyota,Camry,57040,94022,0.953023132,63,1480,us/sfo,14197,10850,shift.com,0
0061a00000GRANOAA5,2005,Toyota,Corolla,140000,90028,0.90995411,39,44,us/lax,4709,2175,shift.com,0
0061a00000GBZREAA5,2012,Honda,Accord,38000,90630,0.955507972,73,647,us/sna,15236,12100,shift.com,0
0061a00000GZsYXAA1,2011,BMW,M3,45000,94538,0.957161289,133,53,us/sfo,35436,32100,shift.com,0
0061a00000FvXWgAAN,2012,BMW,1 Series,34500,90278,0.964449716,72,8,us/lax,26575,22200,shift.com,0
0061a00000GApPBAA1,2013,Toyota,RAV4,45000,91733,0.968782511,45,162,us/lax,18127,14900,shift.com,0
0061a00000FvdgFAAR,2014,Toyota,Sequoia,37679,94022,0.971599887,39,10,us/sfo,35951,29800,shift.com,0
0061a00000GBdbhAAD,2014,Nissan,Rogue,43400,91748,0.96179905,125,99,us/lax,17488,15500,shift.com,0
0061a00000GX0irAAD,2013,BMW,3 Series,31000,95134,0.965249231,38,109,us/sfo,23030,18900,shift.com,0
0061a00000F8RitAAF,2007,Volkswagen,GTI,65000,90025,0.929740001,81,24,us/lax,9997,6975,shift.com,2375
0061a00000GokCFAAZ,2013,Hyundai,Elantra,62446,94022,0.946333417,53,2201,us/sfo,10896,7650,shift.com,0
0061a00000EvcLJAAZ,2013,Toyota,Prius,35065,94022,0.9461975,58,359,us/sfo,17103,14000,shift.com,0
0061a00000GXzUnAAL,2015,Toyota,Prius,11000,95472,0.966062203,51,130,us/sfo,18730,14550,shift.com,0
0061a00000F7rYsAAJ,2006,Toyota,Highlander,107000,94118,0.915358512,43,70,us/sfo,9630,6250,shift.com,2700
0061a00000EvOJoAAN,2007,Lexus,IS,76000,94127,0.940994695,63,36,us/sfo,13209,10000,shift.com,0
0061a00000GWEXeAAP,2016,Hyundai,Elantra,18000,94551,0.966763151,63,1100,us/sfo,13364,11400,shift.com,0
0061a00000FtO0zAAF,2007,Honda,Fit,92200,94117,0.907581285,53,160,us/sfo,6972,4100,shift.com,3550
0061a00000F7jaSAAR,2013,Nissan,Versa,59000,94070,0.943686965,75,47,us/sfo,9825,6975,shift.com,0
0061a00000GQu1DAAT,2008,Nissan,Altima,103000,94116,0.893504026,96,20,us/sfo,8031,4675,shift.com,0
0061a00000GatU5AAJ,2009,Honda,Civic,59382,94107,0.936111138,58,564,us/sfo,9675,6300,shift.com,-50
0061a00000Goj5yAAB,2012,BMW,3 Series,25000,94103,0.956646426,54,24,us/sfo,26130,21400,shift.com,0
0061a00000GaX1EAAV,2012,Hyundai,Sonata,21512,91765,0.95137093,65,449,us/lax,12745,9800,shift.com,0
0061a00000Fas7uAAB,2009,Mini,Cooper S,35000,94301,0.920155395,72,33,us/sfo,12233,9575,shift.com,0
0061a00000FugUeAAJ,2013,Toyota,Corolla,30800,94086,0.955584899,66,1378,us/sfo,13085,10000,shift.com,0
0061a00000FvVLRAA3,2015,Hyundai,Genesis,13000,95134,0.953711333,87,246,us/sfo,33256,30600,shift.com,0
0061a00000GoMCUAA3,2013,Honda,Fit,45000,90245,0.957460805,95,80,us/lax,11030,8425,shift.com,0
0061a00000GBo9SAAT,2010,Toyota,FJ Cruiser,95000,91024,0.966648065,50,39,us/lax,22314,19500,shift.com,0
0061a00000Fv8U7AAJ,2015,Honda,Civic,22,94114,0.961664481,77,905,us/sfo,18160,15250,iOS,0
0061a00000F7xcQAAR,2012,Audi,A4,42300,94706,0.962706535,103,127,us/sfo,21859,19550,shift.com,1800
0061a00000Fv077AAB,2012,Nissan,Rogue,54000,94510,0.958034756,54,172,us/sfo,14302,10850,shift.com,1800
0061a00000FwhTaAAJ,2013,Subaru,Legacy,35809,94022,0.964766792,77,726,us/sfo,16657,13900,shift.com,0
0061a00000FuD9VAAV,2007,Mercedes-Benz,SLK-Class,71000,94127,0.952207475,53,33,us/sfo,14290,10950,shift.com,3600
0061a00000H2J4LAAV,2013,Audi,A3,25000,92660,0.962479528,62,8,us/sna,19320,16850,shift.com,0
0061a00000F78cAAAR,2007,Honda,S2000,60000,95008,0.941451047,62,57,us/sfo,22027,19050,shift.com,0
0061a00000FvjYUAAZ,2011,BMW,3 Series,41175,94022,0.952247211,61,497,us/sfo,17232,14500,shift.com,0
0061a00000FvwWYAAZ,2005,Subaru,Impreza,36000,94132,0.967351497,39,6,us/sfo,21589,21000,shift.com,0
0061a00000GBFVNAA5,2009,BMW,3 Series,74000,90650,0.95484962,47,64,us/lax,12921,9125,shift.com,0
0061a00000GRGoNAAX,2012,Audi,A7,19656,94022,0.973373391,159,40,us/sfo,37402,36200,shift.com,0
0061a00000Ga8hzAAB,2011,Mazda,Mazda3,44000,94105,0.955121141,70,54,us/sfo,15906,13100,shift.com,0
0061a00000H2LiQAAV,2008,Mitsubishi,Eclipse,65000,95121,0.920451812,89,51,us/sfo,7627,4050,shift.com,0
0061a00000GaVfzAAF,2015,Honda,Civic,9700,94545,0.972989429,69,84,us/sfo,22765,20700,shift.com,0
0061a00000Fw0kZAAR,2015,Audi,Q7,15000,90723,0.979203038,70,68,us/lax,44782,38500,shift.com,0
0061a00000GZf5NAAT,2012,Hyundai,Elantra,55000,94080,0.950041902,63,359,us/sfo,10709,7525,shift.com,0
0061a00000GX2kNAAT,2015,Honda,Civic,12675,94022,0.962541307,75,1185,us/sfo,17403,14200,shift.com,0
0061a00000GNcVFAA1,2014,Honda,Accord,36000,92840,0.968086584,91,559,us/sna,17044,13950,iOS,0
0061a00000F7L5CAAV,2016,Mazda,CX-5,19500,94402,0.973241697,171,91,us/sfo,27221,25300,shift.com,0
0061a00000F7WtJAAV,2002,Nissan,Altima,60000,90006,0.873365933,51,126,us/lax,4705,2250,shift.com,0
0061a00000GW68LAAT,2011,Audi,A4,74000,94122,0.956992378,88,163,us/sfo,15269,11750,shift.com,5200
0061a00000FvjYAAAZ,2006,Honda,Civic,115000,94545,0.924642659,44,165,us/sfo,7250,3925,shift.com,2725
0061a00000GXH23AAH,2014,Subaru,Outback,31850,94041,0.97239253,102,61,us/sfo,25784,23700,shift.com,0
0061a00000FvEueAAF,2016,Volkswagen,Tiguan,1,94022,0.986359807,142,77,us/sfo,21115,0,shift.com,0
0061a00000GVy3JAAT,2013,Hyundai,Sonata,69000,92880,0.961783782,109,73,us/lax,13284,10050,shift.com,0
0061a00000Ev7XDAAZ,2011,BMW,3 Series,37000,20148,0.963814505,96,44,us/was,26881,22700,shift.com,0
0061a00000FvNLVAA3,2011,Toyota,Sienna,82555,22152,0.962084428,51,23,us/was,15285,12600,shift.com,0
0061a00000GYxRTAA1,2015,Toyota,Camry,6000,20740,0.949551737,121,381,us/was,19583,23500,shift.com,0
0061a00000H2WIgAAN,2012,Mercedes-Benz,E-Class,100000,22180,0.964287485,75,98,us/was,22056,11950,shift.com,0
0061a00000F8D5TAAV,2011,BMW,3 Series,27000,20037,0.954022577,41,22,us/was,27114,24300,shift.com,0
0061a00000GBgcYAAT,2012,Kia,Soul,22000,94025,0.929263482,67,115,us/sfo,10406,7225,shift.com,3725
0061a00000FUjxzAAD,2013,Chevrolet,Equinox,42000,90403,0.96304268,50,1365,us/lax,15488,13550,shift.com,0
0061a00000EvSt7AAF,2012,BMW,3 Series,39000,90019,0.951137441,80,555,us/lax,20840,18300,shift.com,0
0061a00000EvMChAAN,2012,BMW,3 Series,50500,90401,0.9620956,52,22,us/lax,28854,26200,shift.com,0
0061a00000Fao1IAAR,2013,BMW,X3,59039,94022,0.964137273,75,157,us/sfo,28411,24000,shift.com,0
0061a00000GXXEhAAP,2009,Toyota,Corolla,85000,94115,0.933870484,57,321,us/sfo,8458,4975,shift.com,0
0061a00000GBRqlAAH,2010,Audi,A5,65000,94132,0.953411514,61,30,us/sfo,18834,14950,shift.com,0
0061a00000GB5aUAAT,2014,Subaru,Outback,30000,95014,0.978624535,155,29,us/sfo,24319,22300,shift.com,1350
0061a00000GArjaAAD,2010,Toyota,Prius,105000,95035,0.953262589,65,185,us/sfo,11123,8350,shift.com,2600
0061a00000F7cmxAAB,2013,Ford,Explorer,31516,94022,0.962910098,70,1233,us/sfo,27480,24000,shift.com,0
0061a00000G6s2qAAB,2011,BMW,1 Series,47800,94022,0.957799678,140,23,us/sfo,15207,12750,shift.com,0
0061a00000FvIPhAAN,2014,Mercedes-Benz,CLA-Class,14219,92844,0.970541819,72,50,us/sna,30370,27200,shift.com,-250
0061a00000GaUqzAAF,2015,Honda,Civic,13000,94402,0.966091824,70,197,us/sfo,17735,15050,shift.com,0
0061a00000GBDbIAAX,2015,Chevrolet,Silverado 3500HD,7800,91770,0.969464166,210,27,us/lax,51471,,shift.com,0
0061a00000GRDTmAAP,2008,Volkswagen,Eos,60400,94158,0.936401606,48,34,us/sfo,9556,5900,shift.com,4050
0061a00000Fb4sFAAR,2008,BMW,M3,27000,94904,0.928474468,77,47,us/sfo,32730,31700,shift.com,0
0061a00000H2Bp9AAF,2013,Mercedes-Benz,C-Class,29179,94022,0.952875784,45,183,us/sfo,21545,17550,shift.com,0
0061a00000GZ5QUAA1,2015,Toyota,Highlander,26000,94019,0.978219608,88,193,us/sfo,33887,31900,shift.com,0
0061a00000H2T1XAAV,2009,Lexus,IS,45000,91103,0.949173723,80,143,us/lax,16831,14300,shift.com,0
0061a00000Ga5mjAAB,2014,Nissan,Titan,1,94022,0.971369905,100,69,us/sfo,26785,24800,shift.com,0
0061a00000GXEL2AAP,2011,Toyota,Prius,73000,95014,0.952674183,48,151,us/sfo,11808,8550,shift.com,2800
0061a00000Goyk4AAB,2006,BMW,Z4 M,62000,94404,0.952042434,81,21,us/sfo,22525,0,shift.com,0
0061a00000GBjvvAAD,2012,Mazda,Mazda5,88000,95472,0.931351159,66,93,us/sfo,9726,6000,shift.com,0
0061a00000Fw2l2AAB,2008,BMW,Z4 M,9500,94010,0.909584293,0,3,us/sfo,35760,0,shift.com,0
0061a00000GaH0QAAV,2013,Ford,Escape,51500,95125,0.958863684,60,339,us/sfo,15596,12200,shift.com,0
0061a00000FuyU8AAJ,2005,Nissan,350Z,74000,94070,0.937996387,93,22,us/sfo,11650,8575,shift.com,0
0061a00000GBZchAAH,2009,Nissan,Altima,55600,94568,0.929622458,41,363,us/sfo,9675,6100,shift.com,0
0061a00000GB737AAD,2008,Kia,Spectra,80000,92647,0.894657168,57,103,us/sna,5204,1975,shift.com,0
0061a00000FuoD5AAJ,2013,Volkswagen,CC,20000,91602,0.936476827,59,67,us/lax,18020,16100,shift.com,0
0061a00000GCNEcAAP,2014,Honda,Accord,36600,94566,0.970340906,61,32,us/sfo,21744,19150,shift.com,0
0061a00000F7TOcAAN,2010,Toyota,Corolla,48200,90065,0.939593431,56,635,us/lax,11898,8900,shift.com,1750
0061a00000GAx5KAAT,2009,Infiniti,G37,38500,94563,0.960035555,75,49,us/sfo,17056,13600,shift.com,0
0061a00000GRGkBAAX,2014,Mercedes-Benz,M-Class,39600,20148,0.965463104,87,90,us/was,36168,32200,shift.com,0
0061a00000GZDTWAA5,2014,Honda,Civic,25204,94022,0.963963962,0,4,us/sfo,14781,13600,shift.com,0
0061a00000GZNosAAH,2013,Toyota,Corolla,33637,94022,0.955044389,68,1247,us/sfo,14298,11050,shift.com,0
0061a00000F7NhyAAF,2011,Toyota,Corolla,30700,95134,0.953227165,51,30,us/sfo,11499,8500,shift.com,3450
0061a00000F7yBkAAJ,2011,Mitsubishi,Lancer,43000,94102,0.945721907,74,59,us/sfo,9840,6725,shift.com,0
0061a00000GogghAAB,2011,BMW,X3,60000,95035,0.955388836,81,50,us/sfo,19245,14900,shift.com,0
0061a00000FwxJ8AAJ,2011,Audi,A5,56278,94022,0.951423082,0,13,us/sfo,20761,16950,shift.com,0
0061a00000EvOAYAA3,2013,Toyota,Camry,25265,94022,0.95852315,56,585,us/sfo,15843,12150,shift.com,0
0061a00000GCBEYAA5,2015,Toyota,Tacoma,10000,94114,0.96704319,100,352,us/sfo,32407,29300,iOS,0
0061a00000GogMhAAJ,2015,Toyota,Prius c,16000,94134,0.956561345,32,108,us/sfo,14165,10400,iOS,0
0061a00000FvCqnAAF,2016,Audi,A3,200,94062,0.96855491,35,11,us/sfo,31000,,shift.com,0
0061a00000FwrqGAAR,2007,Mazda,CX-7,86000,90254,0.925748669,98,57,us/lax,7697,4450,shift.com,0
0061a00000HAq0MAAT,2009,Subaru,Forester,61000,94705,0.932516939,38,39,us/sfo,10819,8725,shift.com,0
0061a00000Fve3oAAB,2013,BMW,5 Series,20830,94022,0.962827378,102,128,us/sfo,30476,30900,shift.com,0
0061a00000GoYehAAF,2011,Mercedes-Benz,GLK-Class,33800,90045,0.96137431,60,153,us/lax,17961,,shift.com,0
0061a00000Ev2dEAAR,2013,Scion,FR-S,8000,92692,0.964126096,60,124,us/sna,20756,18600,shift.com,0
0061a00000GpPu6AAF,2013,Subaru,Impreza,33650,94903,0.965374237,63,21,us/sfo,23229,0,shift.com,0
0061a00000GY0QgAAL,2015,Chevrolet,Volt,14000,94087,0.942953443,0,10,us/sfo,20071,16150,shift.com,0
0061a00000GAjMMAA1,2014,Mercedes-Benz,M-Class,39322,94022,0.963329692,51,403,us/sfo,37131,33400,shift.com,0
0061a00000GZfqvAAD,2010,Ford,Taurus,72000,90745,0.957159103,198,21,us/sna,11618,9000,shift.com,0
0061a00000Fwa4dAAB,2013,Subaru,BRZ,39442,94022,0.941962189,54,34,us/sfo,19380,16300,shift.com,0
0061a00000GXQKwAAP,2007,Nissan,Versa,66500,90066,0.902820791,27,39,us/lax,6293,3175,shift.com,0
0061a00000Fv1X3AAJ,2013,Kia,Optima,54000,94027,0.955923175,77,1676,us/sfo,15509,12300,shift.com,0
0061a00000HAaR1AAL,2012,Audi,A3,75000,94117,0.971590319,40,6,us/sfo,18746,0,shift.com,0
0061a00000GYZcRAAX,2009,Toyota,Yaris,80000,94066,0.92986973,78,16,us/sfo,7470,0,shift.com,0
0061a00000FwSgTAAV,2011,BMW,5 Series,60000,90025,0.97299065,72,8,us/lax,23133,18950,shift.com,0
0061a00000GaxWtAAJ,2016,BMW,5 Series,1000,95136,0.958577465,67,175,us/sfo,49210,43700,shift.com,0
0061a00000FbK72AAF,2008,BMW,5 Series,57000,91101,0.940953494,61,112,us/lax,12415,11050,shift.com,0
0061a00000Gp0PMAAZ,2010,BMW,3 Series,79000,95131,0.941356974,49,42,us/sfo,12359,9000,shift.com,0
0061a00000GNcTnAAL,2012,Nissan,Versa,32800,91784,0.939261756,104,715,us/lax,8893,5850,shift.com,0
0061a00000FwJIVAA3,2015,Toyota,Corolla,5718,95035,0.967011937,76,93,us/sfo,15286,13000,shift.com,0
0061a00000GWKQ0AAP,2006,Honda,Civic,115000,90630,0.932159746,63,43,us/sna,5912,2750,shift.com,0
0061a00000Ga8McAAJ,2005,Infiniti,G35,51960,92614,0.914115676,89,187,us/sna,10377,8150,shift.com,0
0061a00000GB2sAAAT,2011,Toyota,Camry,54810,94560,0.940997745,71,1386,us/sfo,11954,8650,shift.com,2700
0061a00000FvXtBAAV,2014,Mazda,CX-5,25000,92606,0.964462532,0,6,us/sna,24112,22000,shift.com,0
0061a00000GBdHmAAL,2013,Nissan,Altima,46710,22042,0.957207451,110,719,us/was,14196,12050,shift.com,0
0061a00000GaIvJAAV,2009,Mazda,CX-7,99000,92617,0.912235817,45,12,us/sna,8543,4825,shift.com,4575
0061a00000F7IKlAAN,2013,Ford,F-150,39100,94022,0.971915463,64,74,us/sfo,36524,33800,shift.com,0
0061a00000FvpYnAAJ,2003,Nissan,350Z,84000,91604,0.928024682,98,35,us/lax,8622,5000,shift.com,750
0061a00000Fsq5yAAB,2010,Honda,Accord,72750,90291,0.942340309,35,41,us/lax,13181,10000,shift.com,1650
0061a00000GB7RtAAL,2011,Toyota,Prius,86000,91606,0.9456023,92,45,us/lax,12911,10350,shift.com,0
0061a00000F8DiwAAF,2008,BMW,3 Series,53000,90066,0.940951591,54,25,us/lax,16712,14600,iOS,1350
0061a00000Fws3ZAAR,2008,Mitsubishi,Lancer,72000,20878,0.948553247,62,55,us/was,21381,19150,shift.com,0
0061a00000FvUeIAAV,2013,Land Rover,Range Rover Evoque,34000,92627,0.971933387,99,187,us/sna,32111,27300,shift.com,0
0061a00000FavywAAB,2013,BMW,3 Series,17600,94112,0.964168735,40,56,us/sfo,25615,21200,shift.com,0
0061a00000GZ3QzAAL,2012,Toyota,Prius v,72440,94022,0.959094886,67,141,us/sfo,14062,10300,shift.com,0
0061a00000GWIRTAA5,2012,Chevrolet,Cruze,53600,95130,0.939911628,66,99,us/sfo,11230,8175,shift.com,0
0061a00000Fv1WFAAZ,2008,Ford,Fusion,53500,90094,0.91320251,68,149,us/lax,8498,6500,shift.com,0
0061a00000GaN6XAAV,2008,Toyota,Prius,108000,95125,0.925591243,38,171,us/sfo,7973,4550,shift.com,4100
0061a00000GBi2BAAT,2007,Hyundai,Santa Fe,82009,94305,0.919152433,88,60,us/sfo,8863,5350,shift.com,3300
0061a00000GBxzGAAT,2008,Toyota,Sienna,69000,91706,0.933759841,141,24,us/lax,9906,7350,shift.com,0
0061a00000GoXsJAAV,2012,Ford,Edge,47000,90045,0.956558848,69,122,us/lax,18303,15300,shift.com,0
0061a00000FbDePAAV,2013,Ford,Expedition,40000,94002,0.973247876,74,84,us/sfo,36071,33500,shift.com,1850
0061a00000Fb2JTAAZ,2006,Honda,S2000,34000,20850,0.933266662,62,64,us/was,21841,19600,shift.com,1350
0061a00000FvJb7AAF,2015,Volkswagen,Jetta,8,94022,0.962838397,70,603,us/sfo,14146,12400,shift.com,0
0061a00000GYBITAA5,2013,Nissan,Sentra,48800,92845,0.950921088,54,211,us/sna,10822,7800,shift.com,0
0061a00000GaF4OAAV,2010,BMW,3 Series,50000,94555,0.959970793,89,63,us/sfo,19631,16050,shift.com,0
0061a00000FvAU2AAN,2007,Mazda,Mazda3,80000,94080,0.924487238,32,28,us/sfo,8995,5000,shift.com,2950
0061a00000FukobAAB,2013,Lexus,GS,22000,91724,0.966840042,79,123,us/lax,31270,27800,shift.com,0
0061a00000GBxtNAAT,2006,Lexus,GS,125000,91367,0.939483229,52,158,us/lax,10187,6525,shift.com,0
0061a00000GY7csAAD,2014,Honda,Accord,28000,20852,0.966688096,54,428,us/was,18390,15500,shift.com,0
0061a00000H2TQfAAN,2011,Hyundai,Elantra,57598,94022,0.932665462,51,44,us/sfo,9454,5925,shift.com,0
0061a00000GY6WRAA1,2011,Toyota,Camry,92323,94607,0.94925095,67,623,us/sfo,10113,6750,shift.com,0
0061a00000FwzkJAAR,2014,Toyota,Prius,14900,90403,0.959773293,69,163,us/lax,18536,16550,shift.com,0
0061a00000FwDRpAAN,2012,Nissan,Rogue,72000,94587,0.957947403,95,290,us/sfo,15096,11700,shift.com,0
0061a00000GBbIYAA1,2012,Honda,Civic,36183,94608,0.954007309,51,442,us/sfo,13663,10300,shift.com,2350
0061a00000FvapgAAB,2011,BMW,3 Series,19300,94404,0.946396877,71,49,us/sfo,25031,22600,shift.com,3050
0061a00000HArhhAAD,2013,Dodge,Durango,50621,94022,0.969428,85,27,us/sfo,24853,21600,shift.com,0
0061a00000EvAX4AAN,2005,Toyota,4Runner,100000,94123,0.931189217,62,75,us/sfo,11428,8125,shift.com,0
0061a00000FwEeVAAV,2013,BMW,3 Series,43430,94022,0.955523923,35,34,us/sfo,23366,18950,shift.com,0
